period,revenue,net_profit,interest_payable,ebitda,inn,name
2022,444276.0,2262.0,,2262.0,2452020415,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПЕНТАР"""
2021,153491.0,-1085.0,,-1085.0,2452020415,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПЕНТАР"""
2023,151613.0,632.0,0.0,632.0,4632064687,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ННС"""
2022,163332.0,927.0,478.0,1405.0,4632064687,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ННС"""
2021,173446.0,1088.0,,1088.0,4632064687,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ННС"""
2025,28776.0,231.0,683.0,914.0,7448114074,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ"""
2024,95513.0,2155.0,363.0,2518.0,7448114074,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ"""
2023,131945.0,3722.0,328.0,4050.0,7448114074,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ"""
2022,104783.0,2946.0,0.0,2946.0,7448114074,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ"""
2021,47547.0,511.0,6.0,517.0,7448114074,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦСТРОЙ"""
2025,138419.0,21417.0,,21417.0,5258141848,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАПИТАЛ ЭКСПЕРТ НН
2024,130118.0,-60365.0,,-60365.0,5258141848,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАПИТАЛ ЭКСПЕРТ НН
2023,291439.0,33210.0,0.0,33210.0,5258141848,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАПИТАЛ ЭКСПЕРТ НН
2022,212017.0,7339.0,6.0,7345.0,5258141848,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАПИТАЛ ЭКСПЕРТ НН
2021,175374.0,10663.0,9.0,10672.0,5258141848,ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ КАПИТАЛ ЭКСПЕРТ НН
2025,25744.0,4306.0,,4306.0,5043044749,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРСЕДОР"""
2024,33955.0,6901.0,,6901.0,5043044749,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРСЕДОР"""
2023,37429.0,-1396.0,,-1396.0,5043044749,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРСЕДОР"""
2022,28046.0,-1323.0,0.0,-1323.0,5043044749,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРСЕДОР"""
2021,10035.0,-827.0,73.0,-754.0,5043044749,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРСЕДОР"""
2025,476682.0,2860.0,0.0,2860.0,7704829100,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИСТРОЙПРОЕКТ"""
2024,572894.0,3290.0,10.0,3300.0,7704829100,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИСТРОЙПРОЕКТ"""
2023,352457.0,1652.0,91.0,1743.0,7704829100,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИСТРОЙПРОЕКТ"""
2022,421940.0,1975.0,176.0,2151.0,7704829100,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИСТРОЙПРОЕКТ"""
2021,151293.0,623.0,138.0,761.0,7704829100,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЮНИСТРОЙПРОЕКТ"""
2025,6623.0,72935.0,12001.0,84936.0,7326043436,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОЛЖСКИЙ СТРОИТЕЛЬНЫЙ ЦЕНТР"""
2024,65875.0,37548.0,0.0,37548.0,7326043436,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОЛЖСКИЙ СТРОИТЕЛЬНЫЙ ЦЕНТР"""
2023,247671.0,2061.0,1182.0,3243.0,7326043436,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОЛЖСКИЙ СТРОИТЕЛЬНЫЙ ЦЕНТР"""
2022,91174.0,1352.0,1362.0,2714.0,7326043436,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОЛЖСКИЙ СТРОИТЕЛЬНЫЙ ЦЕНТР"""
2021,815.0,-12343.0,92.0,-12251.0,7326043436,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОВОЛЖСКИЙ СТРОИТЕЛЬНЫЙ ЦЕНТР"""
2025,405682.0,56355.0,5216.0,61571.0,8602282950,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖРЕГИОНСТРОЙ"""
2024,273790.0,34228.0,1246.0,35474.0,8602282950,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖРЕГИОНСТРОЙ"""
2023,287218.0,19595.0,1840.0,21435.0,8602282950,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖРЕГИОНСТРОЙ"""
2022,265084.0,27066.0,2483.0,29549.0,8602282950,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖРЕГИОНСТРОЙ"""
2021,215191.0,24932.0,1011.0,25943.0,8602282950,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖРЕГИОНСТРОЙ"""
2025,1597993.0,48380.0,289.0,48669.0,5405023608,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ГОРИЗОНТ"""
2024,912890.0,72671.0,50.0,72721.0,5405023608,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ГОРИЗОНТ"""
2023,602174.0,50582.0,68.0,50650.0,5405023608,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ГОРИЗОНТ"""
2022,457922.0,9376.0,715.0,10091.0,5405023608,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ГОРИЗОНТ"""
2021,338607.0,14708.0,1797.0,16505.0,5405023608,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ГОРИЗОНТ"""
2025,416589.0,5280.0,,5280.0,4826110413,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА"""
2024,294312.0,6610.0,,6610.0,4826110413,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА"""
2023,228514.0,4624.0,,4624.0,4826110413,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА"""
2022,258551.0,4982.0,,4982.0,4826110413,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА"""
2021,326505.0,5205.0,,5205.0,4826110413,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЛОГИИ СТРОИТЕЛЬСТВА"""
2025,367268.0,452.0,,452.0,9709067851,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ"""
2024,64935.0,105.0,,105.0,9709067851,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ"""
2021,436410.0,426.0,,426.0,9709067851,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАНИТ"""
2025,21440.0,-4356.0,712.0,-3644.0,7802690175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ БИЛДИНГ"""
2024,733596.0,63801.0,760.0,64561.0,7802690175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ БИЛДИНГ"""
2023,387403.0,3635.0,1754.0,5389.0,7802690175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ БИЛДИНГ"""
2022,865020.0,52491.0,1982.0,54473.0,7802690175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ БИЛДИНГ"""
2021,586722.0,5280.0,1084.0,6364.0,7802690175,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СМАРТ БИЛДИНГ"""
2025,42977.0,5087.0,,5087.0,4632036048,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАЛ-СТРОЙ ПЛЮС"""
2024,38047.0,3886.0,,3886.0,4632036048,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАЛ-СТРОЙ ПЛЮС"""
2023,27711.0,317.0,,317.0,4632036048,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАЛ-СТРОЙ ПЛЮС"""
2022,28232.0,6051.0,,6051.0,4632036048,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАЛ-СТРОЙ ПЛЮС"""
2021,23173.0,1859.0,,1859.0,4632036048,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАЛ-СТРОЙ ПЛЮС"""
2025,1917.0,-361.0,,-361.0,3459013137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ""ВСС"""
2024,63465.0,21.0,,21.0,3459013137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ""ВСС"""
2023,30019.0,-97.0,,-97.0,3459013137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ""ВСС"""
2022,31563.0,-3561.0,,-3561.0,3459013137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ""ВСС"""
2021,52514.0,-11474.0,0.0,-11474.0,3459013137,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ""ВСС"""
2025,0.0,0.0,,0.0,2457088216,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЙС"""
2024,36223.0,3596.0,,3596.0,2457088216,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЙС"""
2023,220999.0,24418.0,,24418.0,2457088216,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЙС"""
2022,142921.0,2529.0,,2529.0,2457088216,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЙС"""
2021,56966.0,117.0,,117.0,2457088216,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРАЙС"""
2025,162179.0,-39711.0,157.0,-39554.0,1001273500,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПЕРСПЕКТИВА"""
2024,197131.0,68326.0,15.0,68341.0,1001273500,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПЕРСПЕКТИВА"""
2023,115924.0,-3680.0,220.0,-3460.0,1001273500,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПЕРСПЕКТИВА"""
2022,148320.0,-663.0,484.0,-179.0,1001273500,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПЕРСПЕКТИВА"""
2021,151739.0,-15829.0,500.0,-15329.0,1001273500,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙПЕРСПЕКТИВА"""
2022,72232.0,1417.0,,1417.0,9731074269,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ССУ - МФС"""
2021,84477.0,832.0,,832.0,9731074269,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ССУ - МФС"""
2025,0.0,0.0,0.0,0.0,4823061253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССТРОЙ"""
2024,30025.0,209.0,,209.0,4823061253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССТРОЙ"""
2023,74209.0,426.0,,426.0,4823061253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССТРОЙ"""
2022,195428.0,257.0,0.0,257.0,4823061253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССТРОЙ"""
2021,141760.0,581.0,258.0,839.0,4823061253,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТРАНССТРОЙ"""
2025,175141.0,7976.0,259.0,8235.0,5904083271,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНО-ТАЛЬ"""
2024,96980.0,1438.0,765.0,2203.0,5904083271,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНО-ТАЛЬ"""
2023,86910.0,48732.0,796.0,49528.0,5904083271,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНО-ТАЛЬ"""
2022,202719.0,14744.0,2265.0,17009.0,5904083271,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНО-ТАЛЬ"""
2021,155954.0,2816.0,514.0,3330.0,5904083271,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНО-ТАЛЬ"""
2024,,-818.0,,-818.0,6161040340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСТРОЙ"""
2023,,-747.0,0.0,-747.0,6161040340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСТРОЙ"""
2022,0.0,-459.0,53.0,-406.0,6161040340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСТРОЙ"""
2021,7241.0,784.0,8623.0,9407.0,6161040340,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСТРОЙ"""
2025,528151.0,3466.0,4759.0,8225.0,5007081135,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТДЕЛКАМАСТЕР"""
2024,1157586.0,6317.0,3945.0,10262.0,5007081135,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТДЕЛКАМАСТЕР"""
2023,609265.0,1435.0,2943.0,4378.0,5007081135,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТДЕЛКАМАСТЕР"""
2022,164007.0,148.0,7861.0,8009.0,5007081135,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТДЕЛКАМАСТЕР"""
2021,439202.0,148.0,24134.0,24282.0,5007081135,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОТДЕЛКАМАСТЕР"""
2025,52894.0,1226.0,0.0,1226.0,2209027657,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСЕРВИС ПЛЮС"""
2024,43438.0,896.0,0.0,896.0,2209027657,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСЕРВИС ПЛЮС"""
2023,42515.0,1716.0,0.0,1716.0,2209027657,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСЕРВИС ПЛЮС"""
2022,44816.0,974.0,0.0,974.0,2209027657,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСЕРВИС ПЛЮС"""
2021,46914.0,1644.0,0.0,1644.0,2209027657,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙСЕРВИС ПЛЮС"""
2024,884.0,679.0,,679.0,5047003510,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСМУТ"""
2022,43246.0,36.0,,36.0,5047003510,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСМУТ"""
2021,69387.0,90.0,,90.0,5047003510,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВИСМУТ"""
2022,10337.0,52.0,,52.0,2320247554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЧ ВЭЙ ИНЖИНИРИНГ"""
2021,142259.0,191.0,,191.0,2320247554,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РИЧ ВЭЙ ИНЖИНИРИНГ"""
2022,,,,,7730288296,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОЙГОРИЗОНТ"""
2025,269046.0,2519.0,880.0,3399.0,6684027224,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР"""
2024,132849.0,15663.0,2258.0,17921.0,6684027224,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР"""
2023,185580.0,3918.0,677.0,4595.0,6684027224,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР"""
2022,220459.0,98380.0,402.0,98782.0,6684027224,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР"""
2021,69139.0,17496.0,190.0,17686.0,6684027224,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛИДЕР"""
2025,56240.0,50532.0,,50532.0,5027212932,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСОБСТРОЙ-2"""
2024,57915.0,20248.0,,20248.0,5027212932,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСОБСТРОЙ-2"""
2023,52446.0,27168.0,,27168.0,5027212932,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСОБСТРОЙ-2"""
2022,46344.0,25598.0,,25598.0,5027212932,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСОБСТРОЙ-2"""
2021,40774.0,16896.0,,16896.0,5027212932,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСОБСТРОЙ-2"""
2025,489142.0,10607.0,6143.0,16750.0,5610165193,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙСИТИ"""
2024,1427551.0,127385.0,4969.0,132354.0,5610165193,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙСИТИ"""
2023,321877.0,14361.0,142.0,14503.0,5610165193,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙСИТИ"""
2022,176166.0,324.0,0.0,324.0,5610165193,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙСИТИ"""
2021,319786.0,5839.0,54.0,5893.0,5610165193,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ""ЖИЛСТРОЙСИТИ"""
2025,434229.0,11279.0,,11279.0,3102014449,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖ ФАСАДНЫХ СИСТЕМ"""
2024,807389.0,15606.0,,15606.0,3102014449,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖ ФАСАДНЫХ СИСТЕМ"""
2023,324514.0,5885.0,,5885.0,3102014449,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖ ФАСАДНЫХ СИСТЕМ"""
2022,326286.0,3347.0,,3347.0,3102014449,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖ ФАСАДНЫХ СИСТЕМ"""
2021,274383.0,6686.0,,6686.0,3102014449,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНТАЖ ФАСАДНЫХ СИСТЕМ"""
2023,21228.0,306.0,,306.0,6684005460,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРО-МЕХ"""
2022,33619.0,846.0,,846.0,6684005460,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРО-МЕХ"""
2021,121412.0,3243.0,,3243.0,6684005460,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРО-МЕХ"""
2025,7124.0,-40227.0,,-40227.0,0541026038,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКУРИЙ - СТРОЙ"""
2024,77238.0,19336.0,,19336.0,0541026038,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКУРИЙ - СТРОЙ"""
2023,84058.0,25310.0,,25310.0,0541026038,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКУРИЙ - СТРОЙ"""
2022,57294.0,9791.0,,9791.0,0541026038,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКУРИЙ - СТРОЙ"""
2021,481978.0,379037.0,,379037.0,0541026038,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРКУРИЙ - СТРОЙ"""
2025,64969.0,22.0,2875.0,2897.0,6317061349,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНО-КАРКАС"""
2024,193060.0,72596.0,2072.0,74668.0,6317061349,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНО-КАРКАС"""
2023,61282.0,3057.0,1430.0,4487.0,6317061349,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНО-КАРКАС"""
2022,339687.0,10778.0,529.0,11307.0,6317061349,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНО-КАРКАС"""
2021,442167.0,43338.0,726.0,44064.0,6317061349,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МОНО-КАРКАС"""
2022,12691.0,-337.0,781.0,444.0,6409003636,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКРАТ"""
2021,27426.0,1033.0,386.0,1419.0,6409003636,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКРАТ"""
